latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
23.1705,-82.03432,319.26,1.04,1.02,2025-04-23,1957,A,71,6.1NRT,302.74,9.28,D
23.16449,-82.14377,317.06,1.03,1.02,2025-04-23,1957,A,55,6.1NRT,303.67,6.87,D
25.38166,-80.76418,324.45,1.23,1.1,2025-04-23,1957,A,74,6.1NRT,306.73,14.4,D
27.26602,-82.26318,319.18,1.1,1.04,2025-04-23,1957,A,33,6.1NRT,295.05,11.54,D
27.92863,-80.70415,344.95,1.33,1.14,2025-04-23,1957,A,92,6.1NRT,299.05,65.04,D
28.43015,-82.51739,327.47,1.1,1.05,2025-04-23,1957,A,64,6.1NRT,306.04,13.58,D
30.18362,-82.98032,316.9,1.09,1.04,2025-04-23,2000,A,60,6.1NRT,297.35,8.05,D
30.42243,-84.00981,324.27,1.03,1.01,2025-04-23,2000,A,67,6.1NRT,302.55,14.74,D
30.30162,-84.9462,314.99,1,1,2025-04-23,2000,A,53,6.1NRT,295.38,7.83,D
30.5949,-83.76427,346.32,1.04,1.02,2025-04-23,2000,A,81,6.1NRT,304.52,48,D
30.59347,-83.77485,362.17,1.04,1.02,2025-04-23,2000,A,94,6.1NRT,304.82,88.48,D
30.62423,-83.68282,337.42,1.05,1.02,2025-04-23,2000,A,87,6.1NRT,303.8,31.63,D
30.63084,-83.98203,320.07,1.03,1.01,2025-04-23,2000,A,58,6.1NRT,302.12,9.34,D
30.62942,-83.99245,329.47,1.03,1.01,2025-04-23,2000,A,82,6.1NRT,302.45,20.67,D
30.63972,-83.98369,335.69,1.03,1.01,2025-04-23,2000,A,87,6.1NRT,302.18,28.71,D
30.6383,-83.99411,325.67,1.03,1.01,2025-04-23,2000,A,77,6.1NRT,302.78,15.16,D
30.73409,-83.55627,369.7,1.06,1.03,2025-04-23,2000,A,100,6.1NRT,304.82,116.59,D
30.67982,-84.02323,319.7,1.03,1.01,2025-04-23,2000,A,65,6.1NRT,300.16,8.99,D
30.67838,-84.03364,328.69,1.03,1.01,2025-04-23,2000,A,81,6.1NRT,298.85,19.25,D
30.96745,-82.96737,362.77,1.11,1.05,2025-04-23,2000,A,94,6.1NRT,296.67,99.34,D
30.966,-82.97869,353.36,1.11,1.05,2025-04-23,2000,A,97,6.1NRT,303.49,70.48,D
30.97376,-82.99163,323.2,1.11,1.05,2025-04-23,2000,A,65,6.1NRT,294.52,15.82,D
30.85671,-84.47803,321.91,1.01,1.01,2025-04-23,2000,A,41,6.1NRT,302.46,11.11,D
30.88871,-84.37847,319.02,1.02,1.01,2025-04-23,2000,A,65,6.1NRT,301.41,7.21,D
31.13692,-82.85741,338.21,1.13,1.06,2025-04-23,2000,A,88,6.1NRT,301.29,40.55,D
31.13547,-82.86892,333.79,1.13,1.06,2025-04-23,2000,A,85,6.1NRT,302,32.57,D
31.1462,-82.85902,333.37,1.13,1.06,2025-04-23,2000,A,85,6.1NRT,298.16,32.09,D
31.14476,-82.87053,354.35,1.13,1.06,2025-04-23,2000,A,92,6.1NRT,301.72,78.17,D
31.05737,-83.82619,336.31,1.05,1.02,2025-04-23,2000,A,86,6.1NRT,301.21,31.45,D
31.05593,-83.83684,328.04,1.05,1.02,2025-04-23,2000,A,79,6.1NRT,303.88,19.08,D
31.08881,-83.86466,333.19,1.04,1.02,2025-04-23,2000,A,80,6.1NRT,305.28,26.72,D
31.15071,-84.48969,325.96,1.01,1.01,2025-04-23,2000,A,78,6.1NRT,300.57,15.13,D
31.39138,-84.21659,320.05,1.03,1.01,2025-04-23,2000,A,61,6.1NRT,301.52,8.18,D
31.5543,-83.82751,317.55,1.05,1.03,2025-04-23,2000,A,54,6.1NRT,300.98,6.19,D
31.71302,-82.65789,314.84,1.17,1.08,2025-04-23,2000,A,0,6.1NRT,291.34,8.72,D
31.67547,-83.81778,319.29,1.06,1.03,2025-04-23,2000,A,55,6.1NRT,300.22,10.73,D
31.94238,-83.96378,330.25,1.05,1.02,2025-04-23,2000,A,83,6.1NRT,298.16,23.66,D
31.43649,-87.72677,313.78,1.11,1.05,2025-04-23,2000,A,54,6.1NRT,296.4,7.43,D
32.55026,-84.50665,312.33,1.03,1.01,2025-04-23,2000,A,65,6.1NRT,290.98,7.54,D
32.54881,-84.51727,312.21,1.03,1.01,2025-04-23,2000,A,63,6.1NRT,290.85,7.52,D
32.32227,-86.41219,315.53,1.01,1.01,2025-04-23,2000,A,72,6.1NRT,294.86,9.18,D
34.83549,-86.56197,301.12,1,1,2025-04-23,2000,A,39,6.1NRT,276.32,3.56,D
35.34201,-86.26594,310.62,1,1,2025-04-23,2000,A,63,6.1NRT,284.93,7.26,D
35.65588,-86.90628,305.1,1,1,2025-04-23,2000,A,0,6.1NRT,283.28,5.52,D
12.85526,-7.75077,304.46,1.19,1.09,2025-04-23,2140,T,45,6.1NRT,284.9,4.39,N
12.86241,-9.18962,313.1,1.47,1.2,2025-04-23,2140,T,86,6.1NRT,290.6,17.44,N
14.33165,-4.48805,309.57,1.02,1.01,2025-04-23,2140,T,77,6.1NRT,284,9.14,N
14.76438,-14.98603,308.08,3.78,1.82,2025-04-23,2140,T,73,6.1NRT,292.3,43.47,N
14.33039,-4.49729,301.88,1.02,1.01,2025-04-23,2140,T,41,6.1NRT,281.76,4.37,N
14.07714,-6.71114,327.56,1.05,1.02,2025-04-23,2140,T,100,6.1NRT,299.19,22.99,N
14.65687,-4.60693,304.78,1.02,1.01,2025-04-23,2140,T,35,6.1NRT,284.53,4.93,N
14.66576,-4.60823,333.09,1.02,1.01,2025-04-23,2140,T,100,6.1NRT,288.54,32.74,N
14.67464,-4.60953,308.38,1.02,1.01,2025-04-23,2140,T,71,6.1NRT,286.38,7.54,N
14.77799,-4.52693,308.7,1.03,1.01,2025-04-23,2140,T,72,6.1NRT,285.04,8.58,N
-34.83966,146.9781,300.72,3.16,1.68,2025-04-23,2235,T,41,6.1NRT,289.01,16.03,D
-34.8378,146.97299,302.32,3.16,1.68,2025-04-23,2235,T,52,6.1NRT,289.01,20.9,D
23.55414,-106.0652,324.33,1.1,1.04,2025-04-23,2136,A,22,6.1NRT,305.94,10.11,D
16.76217,-99.27106,330.19,2.49,1.52,2025-04-23,2131,A,83,6.1NRT,298.43,63.85,D
16.77213,-99.28019,320.14,2.49,1.52,2025-04-23,2131,A,59,6.1NRT,298.19,20.4,D
23.55921,-106.09741,334.39,1.09,1.04,2025-04-23,2136,A,83,6.1NRT,308.65,23.69,D
17.67289,-98.47921,327.56,2.97,1.64,2025-04-23,2133,A,62,6.1NRT,308.31,45.03,D
23.56836,-106.09878,337.63,1.09,1.04,2025-04-23,2136,A,86,6.1NRT,308.38,29.3,D
23.70671,-106.10689,341.34,1.09,1.04,2025-04-23,2136,A,71,6.1NRT,300.65,39.11,D
17.66038,-98.48113,330.75,2.97,1.64,2025-04-23,2133,A,78,6.1NRT,307.53,65.68,D
17.67466,-98.48387,327.29,2.97,1.64,2025-04-23,2133,A,75,6.1NRT,309.12,46.99,D
24.08971,-106.6068,333.7,1.06,1.03,2025-04-23,2136,A,83,6.1NRT,312.82,20.86,D
17.79321,-98.50829,325.91,2.97,1.64,2025-04-23,2133,A,42,6.1NRT,307.25,41.34,D
24.26497,-106.40055,347.15,1.08,1.04,2025-04-23,2136,A,93,6.1NRT,296.55,54.72,D
24.2635,-106.41151,339.43,1.08,1.04,2025-04-23,2136,A,87,6.1NRT,292.88,39.97,D
17.70472,-99.45146,323.02,2.5,1.52,2025-04-23,2133,A,55,6.1NRT,304.49,30.73,D
24.27555,-106.39079,327.27,1.08,1.04,2025-04-23,2136,A,50,6.1NRT,291.38,21.29,D
17.70238,-99.4724,322.83,2.49,1.52,2025-04-23,2133,A,57,6.1NRT,306.26,25.28,D
24.27404,-106.40199,346.79,1.08,1.04,2025-04-23,2136,A,92,6.1NRT,294.09,54.84,D
17.7642,-99.84092,325.05,2.33,1.48,2025-04-23,2133,A,67,6.1NRT,306,45.21,D
24.27259,-106.41274,340.54,1.08,1.04,2025-04-23,2136,A,88,6.1NRT,290.37,42.71,D
17.82907,-100.64363,327.34,2.02,1.39,2025-04-23,2133,A,35,6.1NRT,300.93,35.83,D
24.27116,-106.42341,328.49,1.08,1.04,2025-04-23,2136,A,77,6.1NRT,286.74,24.85,D
17.86161,-100.68138,331.05,2.01,1.38,2025-04-23,2133,A,44,6.1NRT,308.78,37.32,D
24.28318,-106.40293,334.98,1.08,1.04,2025-04-23,2136,A,84,6.1NRT,291.86,34.8,D
18.11677,-98.88534,325.95,2.8,1.6,2025-04-23,2133,A,52,6.1NRT,308.42,40.2,D
24.26908,-106.57605,326.62,1.06,1.03,2025-04-23,2136,A,75,6.1NRT,309.18,9.92,D
18.14196,-98.91514,329.11,2.79,1.6,2025-04-23,2133,A,66,6.1NRT,308.65,50,D
24.33439,-106.15916,336.78,1.1,1.05,2025-04-23,2136,A,85,6.1NRT,294.11,41.45,D
18.02134,-100.21819,329.73,2.19,1.44,2025-04-23,2133,A,38,6.1NRT,313.62,33.38,D
24.3161,-106.64223,330.95,1.06,1.03,2025-04-23,2136,A,80,6.1NRT,314.77,15.74,D
18.034,-100.21943,331.5,2.19,1.44,2025-04-23,2133,A,41,6.1NRT,314.36,37.97,D
24.3147,-106.65255,328.52,1.06,1.03,2025-04-23,2136,A,77,6.1NRT,314.87,12.75,D
18.14867,-98.89487,325.44,2.8,1.6,2025-04-23,2133,A,59,6.1NRT,308.23,35.2,D
24.46081,-106.5895,323.53,1.07,1.03,2025-04-23,2136,A,66,6.1NRT,312.03,8.16,D
24.54808,-107.09756,331.2,1.03,1.02,2025-04-23,2136,A,75,6.1NRT,317.81,12.18,D
18.14595,-98.92162,324.45,2.79,1.6,2025-04-23,2133,A,52,6.1NRT,307.26,28.03,D
24.58492,-106.96241,335.65,1.04,1.02,2025-04-23,2136,A,83,6.1NRT,311.54,23.11,D
18.0236,-100.20373,328.5,2.2,1.44,2025-04-23,2133,A,38,6.1NRT,312.9,27.89,D
24.58361,-106.97204,328.79,1.04,1.02,2025-04-23,2136,A,53,6.1NRT,312.18,12.72,D
18.25539,-98.88987,326.52,2.82,1.6,2025-04-23,2133,A,66,6.1NRT,307.07,41.63,D
24.92503,-107.23633,346.55,1.03,1.01,2025-04-23,2136,A,92,6.1NRT,316.01,40.22,D
18.18275,-100.29064,331.79,2.18,1.43,2025-04-23,2133,A,46,6.1NRT,313.53,36.48,D
25.04888,-107.28006,334.07,1.03,1.01,2025-04-23,2136,A,67,6.1NRT,313.61,18.98,D
18.19522,-100.29308,337.54,2.18,1.43,2025-04-23,2133,A,71,6.1NRT,315.52,61.76,D
25.0605,-107.2616,326.57,1.03,1.01,2025-04-23,2136,A,56,6.1NRT,312.47,8.89,D
18.20985,-100.27715,340.81,2.19,1.43,2025-04-23,2133,A,76,6.1NRT,311.63,77.57,D
25.05912,-107.27163,326.3,1.03,1.01,2025-04-23,2136,A,57,6.1NRT,311.86,8.82,D
18.2077,-100.29537,344.32,2.18,1.43,2025-04-23,2133,A,90,6.1NRT,315.31,97.49,D
25.1474,-107.09369,321.68,1.04,1.02,2025-04-23,2136,A,35,6.1NRT,310.6,6.37,D
18.19772,-100.27956,337.54,2.19,1.43,2025-04-23,2133,A,72,6.1NRT,312.34,62.38,D
25.14606,-107.10349,342.69,1.04,1.02,2025-04-23,2136,A,89,6.1NRT,313.33,36.3,D
18.19571,-100.2978,334.48,2.18,1.43,2025-04-23,2133,A,36,6.1NRT,315.94,46.85,D
25.13902,-107.15411,323.01,1.04,1.02,2025-04-23,2136,A,32,6.1NRT,310.97,7.41,D
18.21017,-100.28242,348.1,2.19,1.43,2025-04-23,2133,A,92,6.1NRT,312.85,120.65,D
25.13769,-107.16376,354.1,1.04,1.02,2025-04-23,2136,A,96,6.1NRT,314.03,61.08,D
18.20827,-100.29958,335.43,2.18,1.43,2025-04-23,2133,A,70,6.1NRT,315.26,51.76,D
25.23667,-107.05344,333.98,1.05,1.02,2025-04-23,2136,A,80,6.1NRT,313.66,20.4,D
18.26397,-100.62669,330.45,2.06,1.4,2025-04-23,2133,A,67,6.1NRT,314.4,20.54,D
25.23532,-107.06329,337.67,1.05,1.02,2025-04-23,2136,A,84,6.1NRT,313.44,26.36,D
18.58101,-98.78149,342.32,2.9,1.62,2025-04-23,2133,A,87,6.1NRT,311.11,127.97,D
25.27108,-107.13731,323.66,1.04,1.02,2025-04-23,2136,A,37,6.1NRT,308.62,9.1,D
18.20119,-103.04302,323.25,1.37,1.16,2025-04-23,2133,A,42,6.1NRT,300.55,19.31,D
25.29322,-107.10905,335.78,1.04,1.02,2025-04-23,2136,A,82,6.1NRT,313.58,22.38,D
18.78712,-99.29076,337.12,2.66,1.57,2025-04-23,2133,A,78,6.1NRT,309.7,90.95,D
25.29183,-107.11922,335.43,1.04,1.02,2025-04-23,2136,A,80,6.1NRT,313.16,22.15,D
18.78466,-99.3141,328.01,2.65,1.56,2025-04-23,2133,A,59,6.1NRT,310.8,37.48,D
25.33372,-107.35706,328.95,1.03,1.01,2025-04-23,2136,A,68,6.1NRT,315.13,10.31,D
18.79952,-99.68102,324.52,2.49,1.52,2025-04-23,2133,A,43,6.1NRT,306.05,27.8,D
25.34258,-107.35867,336.65,1.03,1.01,2025-04-23,2136,A,83,6.1NRT,314.12,21.55,D
18.79696,-99.70397,331.25,2.48,1.52,2025-04-23,2133,A,74,6.1NRT,306.31,58.98,D
25.34121,-107.3686,331.55,1.03,1.01,2025-04-23,2136,A,77,6.1NRT,314.64,13.67,D
18.35249,-103.45132,322.85,1.3,1.13,2025-04-23,2133,A,61,6.1NRT,305.67,13.21,D
26.21733,-106.47402,373.64,1.12,1.05,2025-04-23,2136,A,100,6.1NRT,311.35,137.02,D
18.82338,-99.70853,324.02,2.48,1.52,2025-04-23,2133,A,18,6.1NRT,306.81,26.96,D
26.21593,-106.48473,343.5,1.12,1.05,2025-04-23,2136,A,89,6.1NRT,309.75,41.68,D
26.2145,-106.49555,329,1.11,1.05,2025-04-23,2136,A,62,6.1NRT,310.88,18.14,D
18.80791,-99.68752,325.97,2.49,1.52,2025-04-23,2133,A,33,6.1NRT,305.54,34.53,D
26.21313,-106.50606,329.58,1.11,1.05,2025-04-23,2136,A,69,6.1NRT,310.12,19.54,D
18.8187,-99.71283,325.16,2.48,1.52,2025-04-23,2133,A,44,6.1NRT,307.16,32.94,D
26.22795,-106.46474,346.45,1.12,1.05,2025-04-23,2136,A,91,6.1NRT,303.52,51.79,D
18.63442,-102.82471,327.79,1.44,1.19,2025-04-23,2133,A,67,6.1NRT,313.05,16.26,D
26.22653,-106.47552,391.03,1.12,1.05,2025-04-23,2136,A,100,6.1NRT,321.24,224.68,D
18.77009,-102.4249,327.94,1.54,1.22,2025-04-23,2133,A,53,6.1NRT,311.13,16.06,D
26.22513,-106.48615,403.87,1.12,1.05,2025-04-23,2136,A,100,6.1NRT,320.08,307.7,D
18.76562,-102.41483,328.14,1.54,1.22,2025-04-23,2133,A,58,6.1NRT,312.17,16.85,D
26.22371,-106.49691,362.17,1.11,1.05,2025-04-23,2136,A,100,6.1NRT,313.43,92.28,D
18.83101,-102.62785,328.03,1.49,1.21,2025-04-23,2133,A,67,6.1NRT,312.93,14.93,D
26.23573,-106.47701,349.18,1.12,1.05,2025-04-23,2136,A,93,6.1NRT,308.22,57.42,D
18.8624,-102.54652,356.2,1.51,1.21,2025-04-23,2133,A,97,6.1NRT,321.49,100.86,D
26.23619,-108.85995,331.2,1,1,2025-04-23,2136,A,70,6.1NRT,317.98,9.42,D
18.87478,-102.53382,339.51,1.52,1.22,2025-04-23,2133,A,73,6.1NRT,315.47,38.07,D
26.23476,-108.86965,355.36,1,1,2025-04-23,2136,A,97,6.1NRT,320.58,54.11,D
18.87307,-102.5479,400.26,1.51,1.21,2025-04-23,2133,A,100,6.1NRT,320.46,428.75,D
26.37764,-108.06721,324.65,1.01,1,2025-04-23,2136,A,46,6.1NRT,308.47,9.03,D
18.87133,-102.56213,333.04,1.51,1.21,2025-04-23,2133,A,59,6.1NRT,318.48,21.8,D
26.37624,-108.07708,327.19,1.01,1,2025-04-23,2136,A,63,6.1NRT,310.85,11.43,D
18.81356,-103.11415,333.79,1.39,1.17,2025-04-23,2133,A,77,6.1NRT,308.64,27.83,D
26.38503,-108.0786,333.33,1.01,1,2025-04-23,2136,A,79,6.1NRT,312.94,18.43,D
19.0626,-101.24944,328.37,1.9,1.35,2025-04-23,2133,A,70,6.1NRT,308.5,22.81,D
26.60425,-107.30325,334.35,1.05,1.02,2025-04-23,2136,A,77,6.1NRT,306.4,24.05,D
19.17435,-101.18687,341.11,1.93,1.36,2025-04-23,2133,A,87,6.1NRT,310.56,71.36,D
26.62807,-107.26219,326.36,1.05,1.03,2025-04-23,2136,A,29,6.1NRT,308.97,11.55,D
19.19037,-101.15356,344.88,1.94,1.36,2025-04-23,2133,A,90,6.1NRT,308.69,94.62,D
26.62227,-107.30522,335.43,1.05,1.02,2025-04-23,2136,A,75,6.1NRT,307.4,24.76,D
19.18833,-101.17082,341.23,1.93,1.36,2025-04-23,2133,A,87,6.1NRT,308.11,75.3,D
26.63131,-107.30606,330.35,1.05,1.02,2025-04-23,2136,A,31,6.1NRT,309.83,16.35,D
19.18622,-101.18857,349.18,1.93,1.36,2025-04-23,2133,A,93,6.1NRT,308.54,110.88,D
18.92396,-103.29939,324.7,1.35,1.15,2025-04-23,2133,A,38,6.1NRT,310.42,9.55,D
27.00049,-108.4388,328.47,1,1,2025-04-23,2136,A,25,6.1NRT,312.16,10.06,D
27.00926,-108.44027,339.39,1,1,2025-04-23,2136,A,86,6.1NRT,314.54,25.7,D
19.1837,-101.15684,335.74,1.94,1.36,2025-04-23,2133,A,81,6.1NRT,309.89,56.75,D
27.00786,-108.4501,337.8,1,1,2025-04-23,2136,A,85,6.1NRT,313.66,23.31,D
19.18158,-101.17596,338.99,1.93,1.36,2025-04-23,2133,A,85,6.1NRT,308.79,65.43,D
19.1975,-101.14148,326.72,1.95,1.36,2025-04-23,2133,A,66,6.1NRT,305.09,28,D
27.00646,-108.45991,336.48,1,1,2025-04-23,2136,A,79,6.1NRT,313.8,21.2,D
27.01663,-108.45159,350.36,1,1,2025-04-23,2136,A,94,6.1NRT,316.07,47.74,D
19.19554,-101.15905,356.28,1.94,1.36,2025-04-23,2133,A,97,6.1NRT,308.41,163.52,D
27.01522,-108.46146,331.05,1,1,2025-04-23,2136,A,50,6.1NRT,312.44,13.49,D
19.19361,-101.1763,335.47,1.93,1.36,2025-04-23,2133,A,81,6.1NRT,306.78,52.55,D
27.02996,-108.48411,331.2,1,1,2025-04-23,2138,A,77,6.1NRT,315.56,13.95,D
19.00098,-103.32893,325.82,1.35,1.15,2025-04-23,2133,A,52,6.1NRT,310.51,11.52,D
27.09057,-108.37444,325.2,1.01,1,2025-04-23,2138,A,66,6.1NRT,308.74,14.29,D
19.30891,-100.85656,328.36,2.05,1.39,2025-04-23,2133,A,72,6.1NRT,312.61,23.72,D
27.93413,-107.41607,344.35,1.07,1.03,2025-04-23,2138,A,0,6.1NRT,270.46,55.14,D
19.36587,-100.90144,331.55,2.04,1.39,2025-04-23,2133,A,77,6.1NRT,312.24,35.45,D
19.36355,-100.9217,337.21,2.03,1.39,2025-04-23,2133,A,84,6.1NRT,312.27,60.59,D
27.93274,-107.42641,322.35,1.07,1.03,2025-04-23,2138,A,51,6.1NRT,271.4,19.84,D
28.56689,-109.60011,328.66,1,1,2025-04-23,2138,A,53,6.1NRT,318.09,8.14,D
19.18396,-103.00458,339.75,1.42,1.18,2025-04-23,2133,A,86,6.1NRT,314.23,39.83,D
30.65801,-109.13924,327.57,1.01,1,2025-04-23,2138,A,62,6.1NRT,306.27,15.01,D
19.34513,-102.53226,334.57,1.54,1.22,2025-04-23,2133,A,81,6.1NRT,321.32,22.06,D
30.65654,-109.1496,362.72,1.01,1,2025-04-23,2138,A,100,6.1NRT,312.03,84.03,D
19.31541,-102.94711,347.51,1.44,1.19,2025-04-23,2133,A,92,6.1NRT,321.38,60.06,D
30.65509,-109.15986,359.95,1.01,1,2025-04-23,2138,A,99,6.1NRT,308.08,76.92,D
19.13554,-104.41344,326.26,1.17,1.08,2025-04-23,2133,A,54,6.1NRT,309.25,15.86,D
30.66528,-109.15138,327.32,1.01,1,2025-04-23,2138,A,61,6.1NRT,305.19,15.02,D
19.48039,-101.97087,327.39,1.7,1.28,2025-04-23,2133,A,70,6.1NRT,309.15,32.19,D
30.66385,-109.16153,328.95,1.01,1,2025-04-23,2138,A,65,6.1NRT,306.48,16.76,D
19.82782,-100.02814,378.31,2.43,1.5,2025-04-23,2133,A,100,6.1NRT,315.72,469.82,D
30.66241,-109.17167,334.89,1.01,1,2025-04-23,2138,A,78,6.1NRT,306.45,25.71,D
19.82551,-100.04948,331.2,2.42,1.5,2025-04-23,2133,A,79,6.1NRT,314.8,48.56,D
19.45655,-103.36491,327.34,1.36,1.16,2025-04-23,2133,A,65,6.1NRT,310.05,14.48,D
30.67556,-109.14252,338.29,1.01,1,2025-04-23,2138,A,82,6.1NRT,303.61,28.61,D
30.67409,-109.15283,353.79,1.01,1,2025-04-23,2138,A,96,6.1NRT,306.82,59.01,D
19.58903,-102.86839,327.67,1.47,1.2,2025-04-23,2133,A,67,6.1NRT,314.6,13.24,D
30.6853,-109.14981,381.53,1.01,1,2025-04-23,2138,A,100,6.1NRT,311.91,149.42,D
19.61705,-102.81544,334.71,1.49,1.2,2025-04-23,2133,A,81,6.1NRT,317.38,29.69,D
19.59029,-103.19405,328.64,1.4,1.17,2025-04-23,2133,A,65,6.1NRT,315.12,14.93,D
30.68386,-109.16006,353.19,1.01,1,2025-04-23,2138,A,95,6.1NRT,311.83,57.72,D
30.70584,-109.19571,328.86,1.01,1,2025-04-23,2138,A,66,6.1NRT,309.1,16.8,D
19.64806,-102.96736,325.24,1.46,1.19,2025-04-23,2133,A,52,6.1NRT,313.02,13.67,D
30.71461,-109.19735,338.62,1.01,1,2025-04-23,2138,A,83,6.1NRT,310.84,29.4,D
19.91035,-102.21611,331.65,1.66,1.27,2025-04-23,2133,A,73,6.1NRT,312.69,29.49,D
31.16487,-111.03458,326.57,1.02,1.01,2025-04-23,2138,A,60,6.1NRT,310.93,12.69,D
19.92529,-102.28008,328.02,1.64,1.26,2025-04-23,2133,A,65,6.1NRT,313.58,18.3,D
32.58101,-115.41856,333.23,1.53,1.22,2025-04-23,2138,A,78,6.1NRT,316.42,23.07,D
19.69736,-104.41483,353.11,1.19,1.09,2025-04-23,2133,A,96,6.1NRT,311.64,73.86,D
32.64137,-115.27234,329.47,1.5,1.21,2025-04-23,2138,A,45,6.1NRT,317.01,13.89,D
19.69597,-104.42529,323.44,1.19,1.08,2025-04-23,2133,A,42,6.1NRT,310.66,10.33,D
20.20131,-100.42342,333.42,2.29,1.46,2025-04-23,2133,A,78,6.1NRT,314.37,47.95,D
33.42302,-110.86166,323.97,1,1,2025-04-23,2138,A,56,6.1NRT,311.82,7.64,D
20.19908,-100.44311,331.5,2.28,1.46,2025-04-23,2133,A,69,6.1NRT,314.83,35.83,D
36.06787,-99.66621,314.12,4.05,1.87,2025-04-23,2140,A,49,6.1NRT,297.86,39.84,D
20.19995,-100.42825,336.44,2.29,1.46,2025-04-23,2133,A,81,6.1NRT,314.9,63.08,D
36.07539,-99.67556,313.25,4.05,1.87,2025-04-23,2140,A,39,6.1NRT,297.85,35.49,D
38.99577,-108.22975,342.1,1.29,1.13,2025-04-23,2140,A,86,6.1NRT,296.85,60.19,D
19.72001,-105.05611,323.25,1.11,1.05,2025-04-23,2133,A,51,6.1NRT,310.61,7.11,D
37.25215,-119.22693,323.84,2.07,1.4,2025-04-23,2140,A,67,6.1NRT,288.55,63.55,D
19.71864,-105.06641,322.6,1.11,1.05,2025-04-23,2133,A,44,6.1NRT,310.45,6.26,D
19.93826,-103.42314,381.75,1.37,1.16,2025-04-23,2133,A,100,6.1NRT,314.99,235.3,D
38.91586,-122.03831,315.59,2.78,1.59,2025-04-23,2140,A,71,6.1NRT,298.01,44.01,D
38.9204,-122.0441,312.61,2.78,1.59,2025-04-23,2140,A,66,6.1NRT,296.78,32.15,D
19.93674,-103.43543,329.42,1.37,1.16,2025-04-23,2133,A,69,6.1NRT,308.63,22.02,D
19.94848,-103.42403,340.54,1.37,1.16,2025-04-23,2133,A,85,6.1NRT,307.2,48.54,D
20.0525,-103.09344,334.07,1.45,1.19,2025-04-23,2133,A,70,6.1NRT,314.47,30.13,D
19.87103,-105.03242,350.11,1.12,1.05,2025-04-23,2133,A,94,6.1NRT,314.51,53.75,D
19.86966,-105.04264,342.66,1.12,1.05,2025-04-23,2133,A,88,6.1NRT,317.99,37.37,D
19.88021,-105.03424,333.23,1.12,1.05,2025-04-23,2133,A,78,6.1NRT,311.57,20.65,D
19.87885,-105.04432,333.98,1.12,1.05,2025-04-23,2133,A,79,6.1NRT,314.35,22.68,D
19.93893,-105.21623,345.71,1.1,1.05,2025-04-23,2133,A,91,6.1NRT,316.31,43.18,D
20.33926,-103.40011,327.76,1.39,1.17,2025-04-23,2133,A,18,6.1NRT,313.71,14.53,D
20.33764,-103.41312,333,1.39,1.17,2025-04-23,2133,A,68,6.1NRT,315.22,25.91,D
20.34767,-103.41601,348.36,1.39,1.17,2025-04-23,2133,A,87,6.1NRT,312.4,69.91,D
20.12144,-105.2983,375.85,1.09,1.04,2025-04-23,2133,A,100,6.1NRT,319.43,137.72,D
20.12005,-105.30848,383.58,1.09,1.04,2025-04-23,2133,A,100,6.1NRT,324.98,172.92,D
20.11866,-105.31866,327.16,1.09,1.04,2025-04-23,2133,A,66,6.1NRT,314.81,8.65,D
20.13058,-105.29972,369.72,1.09,1.04,2025-04-23,2133,A,100,6.1NRT,313.74,112.52,D
20.12918,-105.30996,366.09,1.09,1.04,2025-04-23,2133,A,100,6.1NRT,316.26,97.87,D
20.13975,-105.30104,344.91,1.09,1.04,2025-04-23,2133,A,90,6.1NRT,312.73,40.36,D
20.13835,-105.31126,337.33,1.09,1.04,2025-04-23,2133,A,70,6.1NRT,313.78,23.54,D
20.14627,-105.30776,335.21,1.09,1.04,2025-04-23,2133,A,70,6.1NRT,313.34,21.27,D
20.14491,-105.318,356.09,1.09,1.04,2025-04-23,2133,A,97,6.1NRT,318.26,65.93,D
20.13815,-105.36863,328.15,1.09,1.04,2025-04-23,2133,A,37,6.1NRT,315.51,10.13,D
20.15542,-105.30915,362.88,1.09,1.04,2025-04-23,2133,A,100,6.1NRT,311.63,88.27,D
20.15406,-105.31934,392.21,1.09,1.04,2025-04-23,2133,A,100,6.1NRT,320.87,218.8,D
20.15269,-105.32954,331.15,1.09,1.04,2025-04-23,2133,A,51,6.1NRT,318.74,13.55,D
20.14727,-105.37006,335.56,1.09,1.04,2025-04-23,2133,A,59,6.1NRT,315.01,19.89,D
20.14319,-105.40049,345.3,1.09,1.04,2025-04-23,2133,A,90,6.1NRT,313.19,38.86,D
20.14183,-105.41057,356.75,1.08,1.04,2025-04-23,2133,A,98,6.1NRT,316.46,68.28,D
20.15093,-105.41207,335.12,1.08,1.04,2025-04-23,2133,A,63,6.1NRT,315.67,21.7,D
20.16825,-105.35265,343.06,1.09,1.04,2025-04-23,2133,A,89,6.1NRT,316.9,31.03,D
20.16687,-105.36283,335.12,1.09,1.04,2025-04-23,2133,A,69,6.1NRT,316.11,17.02,D
20.1655,-105.37302,345.57,1.09,1.04,2025-04-23,2133,A,91,6.1NRT,314.07,38.58,D
20.16412,-105.38326,345.57,1.09,1.04,2025-04-23,2133,A,83,6.1NRT,313.38,36.27,D
20.15999,-105.41381,360.82,1.08,1.04,2025-04-23,2133,A,100,6.1NRT,315.51,80.46,D
